ISO,Year,IWR
DOM,2018,1.136
DOM,2019,1.136
DZA,2000,2.511
DZA,2001,2.511
DZA,2002,2.511
DZA,2003,2.511
DZA,2004,2.511
DZA,2005,2.511
DZA,2006,2.511
DZA,2007,2.511
DZA,2008,2.511
DZA,2009,2.511
DZA,2010,2.511
DZA,2011,2.511
DZA,2012,2.511
DZA,2013,2.511
DZA,2014,2.511
DZA,2015,2.511
DZA,2016,2.511
DZA,2017,2.511
DZA,2018,2.511
DZA,2019,2.511
ECU,2000,3.129
ECU,2001,3.129
ECU,2002,3.129
ECU,2003,3.129
ECU,2004,3.129
ECU,2005,3.129
ECU,2006,3.129
ECU,2007,3.129
ECU,2008,3.129
ECU,2009,3.129
ECU,2010,3.129
ECU,2011,3.129
ECU,2012,3.129
ECU,2013,3.129
ECU,2014,3.129
ECU,2015,3.129
ECU,2016,3.129
ECU,2017,3.129
ECU,2018,3.129
ECU,2019,3.129
EGY,2000,45.11
EGY,2001,45.11
EGY,2002,45.11
EGY,2003,45.11
EGY,2004,45.11
EGY,2005,45.11
EGY,2006,45.11
EGY,2007,45.11
EGY,2008,45.11
EGY,2009,45.11
EGY,2010,45.11
EGY,2011,45.11
EGY,2012,45.11
EGY,2013,45.11
EGY,2014,45.11
EGY,2015,45.11
EGY,2016,45.11
EGY,2017,45.11
EGY,2018,45.11
EGY,2019,45.11
ERI,2000,0.0
ERI,2001,0.0
ERI,2002,0.0
ERI,2003,0.0
ERI,2004,0.0
ERI,2005,0.0
ERI,2006,0.0
ERI,2007,0.0
ERI,2008,0.0
ERI,2009,0.0
ERI,2010,0.0
ERI,2011,0.0
ERI,2012,0.0
ERI,2013,0.0
ERI,2014,0.0
ERI,2015,0.0
ERI,2016,0.0
ERI,2017,0.0
ERI,2018,0.0
ERI,2019,0.0
ESP,2000,14.06
ESP,2001,14.06
ESP,2002,14.06
ESP,2003,14.06
ESP,2004,14.06
ESP,2005,14.06
ESP,2006,14.06
ESP,2007,14.06
ESP,2008,14.06
ESP,2009,14.06
ESP,2010,14.06
ESP,2011,14.06
ESP,2012,14.06
ESP,2013,14.06
ESP,2014,14.06
ESP,2015,14.06
ESP,2016,14.06
ESP,2017,14.06
ESP,2018,14.06
ESP,2019,14.06
EST,2000,4e-05
EST,2001,4e-05
EST,2002,4e-05
EST,2003,4e-05
EST,2004,4e-05
EST,2005,4e-05
EST,2006,4e-05
EST,2007,4e-05
EST,2008,4e-05
EST,2009,4e-05
EST,2010,4e-05
EST,2011,4e-05
EST,2012,4e-05
EST,2013,4e-05
EST,2014,4e-05
EST,2015,4e-05
EST,2016,4e-05
EST,2017,4e-05
EST,2018,4e-05
EST,2019,4e-05
ETH,2000,1.475
ETH,2001,1.475
ETH,2002,1.475
ETH,2003,1.475
ETH,2004,1.475
ETH,2005,1.475
ETH,2006,1.475
ETH,2007,1.475
ETH,2008,1.475
ETH,2009,1.475
ETH,2010,1.475
ETH,2011,1.475
ETH,2012,1.475
ETH,2013,1.475
ETH,2014,1.475
ETH,2015,1.475
ETH,2016,1.475
ETH,2017,1.475
ETH,2018,1.475
ETH,2019,1.475
FIN,2000,0.028
FIN,2001,0.028
FIN,2002,0.028
FIN,2003,0.028
FIN,2004,0.028
FIN,2005,0.028
FIN,2006,0.028
FIN,2007,0.028
FIN,2008,0.028
FIN,2009,0.028
FIN,2010,0.028
FIN,2011,0.028
FIN,2012,0.028
FIN,2013,0.028
FIN,2014,0.028
FIN,2015,0.028
FIN,2016,0.028
FIN,2017,0.028
FIN,2018,0.028
FIN,2019,0.028
FJI,2000,0.0
FJI,2001,0.0
FJI,2002,0.0
FJI,2003,0.0
FJI,2004,0.0
FJI,2005,0.0
FJI,2006,0.0
FJI,2007,0.0
FJI,2008,0.0
FJI,2009,0.0
FJI,2010,0.0
FJI,2011,0.0
FJI,2012,0.0
FJI,2013,0.0
FJI,2014,0.0
FJI,2015,0.0
FJI,2016,0.0
FJI,2017,0.0
FJI,2018,0.0
FJI,2019,0.0
FRA,2000,2.351
FRA,2001,2.351
FRA,2002,2.351
FRA,2003,2.351
FRA,2004,2.351
FRA,2005,2.351
FRA,2006,2.351
FRA,2007,2.351
FRA,2008,2.351
FRA,2009,2.351
FRA,2010,2.351
FRA,2011,2.351
FRA,2012,2.351
FRA,2013,2.351
FRA,2014,2.351
FRA,2015,2.351
FRA,2016,2.351
FRA,2017,2.351
FRA,2018,2.351
FRA,2019,2.351
FRO,2000,0.0
FRO,2001,0.0
FRO,2002,0.0
FRO,2003,0.0
FRO,2004,0.0
FRO,2005,0.0
FRO,2006,0.0
FRO,2007,0.0
FRO,2008,0.0
FRO,2009,0.0
FRO,2010,0.0
FRO,2011,0.0
FRO,2012,0.0
FRO,2013,0.0
FRO,2014,0.0
FRO,2015,0.0
FRO,2016,0.0
FRO,2017,0.0
FRO,2018,0.0
FRO,2019,0.0
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,0.011
GAB,2001,0.011
GAB,2002,0.011
GAB,2003,0.011
GAB,2004,0.011
GAB,2005,0.011
GAB,2006,0.011
GAB,2007,0.011
GAB,2008,0.011
GAB,2009,0.011
GAB,2010,0.011
GAB,2011,0.011
GAB,2012,0.011
GAB,2013,0.011
GAB,2014,0.011
GAB,2015,0.011
GAB,2016,0.011
GAB,2017,0.011
GAB,2018,0.011
GAB,2019,0.011
GBR,2000,0.0354
GBR,2001,0.0354
GBR,2002,0.0354
GBR,2003,0.0354
GBR,2004,0.0354
GBR,2005,0.0354
GBR,2006,0.0354
GBR,2007,0.0354
GBR,2008,0.0354
GBR,2009,0.0354
GBR,2010,0.0354
GBR,2011,0.0354
GBR,2012,0.0354
GBR,2013,0.0354
GBR,2014,0.0354
GBR,2015,0.0354
GBR,2016,0.0354
GBR,2017,0.0354
GBR,2018,0.0354
GBR,2019,0.0354
GEO,2000,0.248
GEO,2001,0.248
GEO,2002,0.248
GEO,2003,0.248
GEO,2004,0.248
GEO,2005,0.248
GEO,2006,0.248
GEO,2007,0.248
GEO,2008,0.248
GEO,2009,0.248
GEO,2010,0.248
GEO,2011,0.248
GEO,2012,0.248
GEO,2013,0.248
GEO,2014,0.248
GEO,2015,0.248
GEO,2016,0.248
GEO,2017,0.248
GEO,2018,0.248
GEO,2019,0.248
GHA,2000,0.162
GHA,2001,0.162
GHA,2002,0.162
GHA,2003,0.162
GHA,2004,0.162
GHA,2005,0.162
GHA,2006,0.162
GHA,2007,0.162
GHA,2008,0.162
GHA,2009,0.162
GHA,2010,0.162
GHA,2011,0.162
GHA,2012,0.162
GHA,2013,0.162
GHA,2014,0.162
GHA,2015,0.162
GHA,2016,0.162
GHA,2017,0.162
GHA,2018,0.162
GHA,2019,0.162
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,0.0705
GIN,2001,0.0705
GIN,2002,0.0705
GIN,2003,0.0705
GIN,2004,0.0705
GIN,2005,0.0705
GIN,2006,0.0705
GIN,2007,0.0705
GIN,2008,0.0705
GIN,2009,0.0705
GIN,2010,0.0705
GIN,2011,0.0705
GIN,2012,0.0705
GIN,2013,0.0705
GIN,2014,0.0705
GIN,2015,0.0705
GIN,2016,0.0705
GIN,2017,0.0705
GIN,2018,0.0705
GIN,2019,0.0705
GMB,2000,0.0
GMB,2001,0.0
GMB,2002,0.0
GMB,2003,0.0
GMB,2004,0.0
GMB,2005,0.0
GMB,2006,0.0
GMB,2007,0.0
GMB,2008,0.0
GMB,2009,0.0
GMB,2010,0.0
GMB,2011,0.0
GMB,2012,0.0
GMB,2013,0.0
GMB,2014,0.0
GMB,2015,0.0
GMB,2016,0.0
GMB,2017,0.0
GMB,2018,0.0
GMB,2019,0.0
GNB,2000,0.0
GNB,2001,0.0
GNB,2002,0.0
GNB,2003,0.0
GNB,2004,0.0
GNB,2005,0.0
GNB,2006,0.0
GNB,2007,0.0
GNB,2008,0.0
GNB,2009,0.0
GNB,2010,0.0
GNB,2011,0.0
GNB,2012,0.0
GNB,2013,0.0
GNB,2014,0.0
GNB,2015,0.0
GNB,2016,0.0
GNB,2017,0.0
GNB,2018,0.0
GNB,2019,0.0
GNQ,2000,0.0
GNQ,2001,0.0
GNQ,2002,0.0
GNQ,2003,0.0
GNQ,2004,0.0
GNQ,2005,0.0
GNQ,2006,0.0
GNQ,2007,0.0
GNQ,2008,0.0
GNQ,2009,0.0
GNQ,2010,0.0
GNQ,2011,0.0
GNQ,2012,0.0
GNQ,2013,0.0
GNQ,2014,0.0
GNQ,2015,0.0
GNQ,2016,0.0
GNQ,2017,0.0
GNQ,2018,0.0
GNQ,2019,0.0
GRC,2000,5.441
GRC,2001,5.441
GRC,2002,5.441
GRC,2003,5.441
GRC,2004,5.441
GRC,2005,5.441
GRC,2006,5.441
GRC,2007,5.441
GRC,2008,5.441
GRC,2009,5.441
GRC,2010,5.441
GRC,2011,5.441
GRC,2012,5.441
GRC,2013,5.441
GRC,2014,5.441
GRC,2015,5.441
GRC,2016,5.441
GRC,2017,5.441
GRC,2018,5.441
GRC,2019,5.441
GRD,2000,0.0
GRD,2001,0.0
GRD,2002,0.0
GRD,2003,0.0
GRD,2004,0.0
GRD,2005,0.0
GRD,2006,0.0
GRD,2007,0.0
GRD,2008,0.0
GRD,2009,0.0
GRD,2010,0.0
GRD,2011,0.0
GRD,2012,0.0
GRD,2013,0.0
GRD,2014,0.0
GRD,2015,0.0
GRD,2016,0.0
GRD,2017,0.0
GRD,2018,0.0
GRD,2019,0.0
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,0.4389
GTM,2001,0.4389
GTM,2002,0.4389
GTM,2003,0.4389
GTM,2004,0.4389
GTM,2005,0.4389
GTM,2006,0.4389
GTM,2007,0.4389
GTM,2008,0.4389
GTM,2009,0.4389
GTM,2010,0.4389
GTM,2011,0.4389
GTM,2012,0.4389
GTM,2013,0.4389
GTM,2014,0.4389
GTM,2015,0.4389
GTM,2016,0.4389
GTM,2017,0.4389
GTM,2018,0.4389
GTM,2019,0.4389
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,0.5278
GUY,2001,0.5278
GUY,2002,0.5278
GUY,2003,0.5278
GUY,2004,0.5278
GUY,2005,0.5278
GUY,2006,0.5278
GUY,2007,0.5278
GUY,2008,0.5278
GUY,2009,0.5278
GUY,2010,0.5278
GUY,2011,0.5278
GUY,2012,0.5278
GUY,2013,0.5278
GUY,2014,0.5278
GUY,2015,0.5278
GUY,2016,0.5278
GUY,2017,0.5278
GUY,2018,0.5278
GUY,2019,0.5278
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,0.0
HND,2001,0.0
HND,2002,0.0
HND,2003,0.0
HND,2004,0.0
HND,2005,0.0
HND,2006,0.0
HND,2007,0.0
HND,2008,0.0
HND,2009,0.0
HND,2010,0.0
HND,2011,0.0
HND,2012,0.0
HND,2013,0.0
HND,2014,0.0
HND,2015,0.0
HND,2016,0.0
HND,2017,0.0
HND,2018,0.0
HND,2019,0.0
HRV,2000,0.0
HRV,2001,0.0
HRV,2002,0.0
HRV,2003,0.0
HRV,2004,0.0
HRV,2005,0.0
HRV,2006,0.0
HRV,2007,0.0
HRV,2008,0.0
HRV,2009,0.0
HRV,2010,0.0
HRV,2011,0.0
HRV,2012,0.0
HRV,2013,0.0
HRV,2014,0.0
HRV,2015,0.0
HRV,2016,0.0
HRV,2017,0.0
HRV,2018,0.0
HRV,2019,0.0
HTI,2000,0.348
HTI,2001,0.348
HTI,2002,0.348
HTI,2003,0.348
HTI,2004,0.348
HTI,2005,0.348
HTI,2006,0.348
HTI,2007,0.348
HTI,2008,0.348
HTI,2009,0.348
HTI,2010,0.348
HTI,2011,0.348
HTI,2012,0.348
HTI,2013,0.348
HTI,2014,0.348
HTI,2015,0.348
HTI,2016,0.348
HTI,2017,0.348
HTI,2018,0.348
HTI,2019,0.348
HUN,2000,0.0253
HUN,2001,0.0253
HUN,2002,0.0253
HUN,2003,0.0253
HUN,2004,0.0253
HUN,2005,0.0253
HUN,2006,0.0253
HUN,2007,0.0253
HUN,2008,0.0253
HUN,2009,0.0253
HUN,2010,0.0253
HUN,2011,0.0253
HUN,2012,0.0253
HUN,2013,0.0253
HUN,2014,0.0253
HUN,2015,0.0253
HUN,2016,0.0253
HUN,2017,0.0253
HUN,2018,0.0253
HUN,2019,0.0253
IDN,2000,47.42
IDN,2001,47.42
IDN,2002,47.42
IDN,2003,47.42
IDN,2004,47.42
IDN,2005,47.42
IDN,2006,47.42
IDN,2007,47.42
IDN,2008,47.42
IDN,2009,47.42
IDN,2010,47.42
IDN,2011,47.42
IDN,2012,47.42
IDN,2013,47.42
IDN,2014,47.42
IDN,2015,47.42
IDN,2016,47.42
IDN,2017,47.42
IDN,2018,47.42
IDN,2019,47.42
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,0.0
IRL,2001,0.0
IRL,2002,0.0
IRL,2003,0.0
IRL,2004,0.0
IRL,2005,0.0
IRL,2006,0.0
IRL,2007,0.0
IRL,2008,0.0
IRL,2009,0.0
IRL,2010,0.0
IRL,2011,0.0
IRL,2012,0.0
IRL,2013,0.0
IRL,2014,0.0
IRL,2015,0.0
IRL,2016,0.0
IRL,2017,0.0
IRL,2018,0.0
IRL,2019,0.0
IRN,2000,49.19
IRN,2001,49.19
IRN,2002,49.19
IRN,2003,49.19
IRN,2004,49.19
IRN,2005,49.19
IRN,2006,49.19
IRN,2007,49.19
IRN,2008,49.19
IRN,2009,49.19
IRN,2010,49.19
IRN,2011,49.19
IRN,2012,49.19
IRN,2013,49.19
IRN,2014,49.19
IRN,2015,49.19
IRN,2016,49.19
IRN,2017,49.19
IRN,2018,49.19
IRN,2019,49.19
IRQ,2000,15.02
IRQ,2001,15.02
IRQ,2002,15.02
IRQ,2003,15.02
IRQ,2004,15.02
IRQ,2005,15.02
IRQ,2006,15.02
IRQ,2007,15.02
IRQ,2008,15.02
IRQ,2009,15.02
IRQ,2010,15.02
IRQ,2011,15.02
IRQ,2012,15.02
IRQ,2013,15.02
IRQ,2014,15.02
IRQ,2015,15.02
IRQ,2016,15.02
IRQ,2017,15.02
IRQ,2018,15.02
IRQ,2019,15.02
ISL,2000,0.0
ISL,2001,0.0
ISL,2002,0.0
ISL,2003,0.0
ISL,2004,0.0
ISL,2005,0.0
ISL,2006,0.0
ISL,2007,0.0
ISL,2008,0.0
ISL,2009,0.0
ISL,2010,0.0
ISL,2011,0.0
ISL,2012,0.0
ISL,2013,0.0
ISL,2014,0.0
ISL,2015,0.0
ISL,2016,0.0
ISL,2017,0.0
ISL,2018,0.0
ISL,2019,0.0
ISR,2000,0.5562
ISR,2001,0.5562
ISR,2002,0.5562
ISR,2003,0.5562
ISR,2004,0.5562
ISR,2005,0.5562
ISR,2006,0.5562
ISR,2007,0.5562
ISR,2008,0.5562
ISR,2009,0.5562
ISR,2010,0.5562
ISR,2011,0.5562
ISR,2012,0.5562
ISR,2013,0.5562
ISR,2014,0.5562
ISR,2015,0.5562
ISR,2016,0.5562
ISR,2017,0.5562
ISR,2018,0.5562
ISR,2019,0.5562
ITA,2000,8.022
ITA,2001,8.022
ITA,2002,8.022
ITA,2003,8.022
ITA,2004,8.022
ITA,2005,8.022
ITA,2006,8.022
ITA,2007,8.022
ITA,2008,8.022
ITA,2009,8.022
ITA,2010,8.022
ITA,2011,8.022
ITA,2012,8.022
ITA,2013,8.022
ITA,2014,8.022
ITA,2015,8.022
ITA,2016,8.022
ITA,2017,8.022
ITA,2018,8.022
ITA,2019,8.022
JAM,2000,0.129
JAM,2001,0.129
JAM,2002,0.129
JAM,2003,0.129
JAM,2004,0.129
JAM,2005,0.129
JAM,2006,0.129
JAM,2007,0.129
JAM,2008,0.129
JAM,2009,0.129
JAM,2010,0.129
JAM,2011,0.129
JAM,2012,0.129
JAM,2013,0.129
JAM,2014,0.129
JAM,2015,0.129
JAM,2016,0.129
JAM,2017,0.129
JAM,2018,0.129
JAM,2019,0.129
JOR,2000,0.3011
JOR,2001,0.3011
JOR,2002,0.3011
JOR,2003,0.3011
JOR,2004,0.3011
JOR,2005,0.3011
JOR,2006,0.3011
JOR,2007,0.3011
JOR,2008,0.3011
JOR,2009,0.3011
JOR,2010,0.3011
JOR,2011,0.3011
JOR,2012,0.3011
JOR,2013,0.3011
JOR,2014,0.3011
JOR,2015,0.3011
JOR,2016,0.3011
JOR,2017,0.3011
JOR,2018,0.3011
JOR,2019,0.3011
JPN,2000,38.31
JPN,2001,38.31
JPN,2002,38.31
JPN,2003,38.31
JPN,2004,38.31
JPN,2005,38.31
JPN,2006,38.31
JPN,2007,38.31
JPN,2008,38.31
JPN,2009,38.31
JPN,2010,38.31
JPN,2011,38.31
JPN,2012,38.31
JPN,2013,38.31
JPN,2014,38.31
JPN,2015,38.31
JPN,2016,38.31
JPN,2017,38.31
JPN,2018,38.31
JPN,2019,38.31
KAZ,2000,6.448
KAZ,2001,6.448
KAZ,2002,6.448
KAZ,2003,6.448
KAZ,2004,6.448
KAZ,2005,6.448
KAZ,2006,6.448
KAZ,2007,6.448
KAZ,2008,6.448
KAZ,2009,6.448
KAZ,2010,6.448
KAZ,2011,6.448
KAZ,2012,6.448
KAZ,2013,6.448
KAZ,2014,6.448
KAZ,2015,6.448
KAZ,2016,6.448
KAZ,2017,6.448
KAZ,2018,6.448
KAZ,2019,6.448
KEN,2000,0.486
KEN,2001,0.486
KEN,2002,0.486
KEN,2003,0.486
KEN,2004,0.486
KEN,2005,0.486
KEN,2006,0.486
KEN,2007,0.486
KEN,2008,0.486
KEN,2009,0.486
KEN,2010,0.486
KEN,2011,0.486
KEN,2012,0.486
KEN,2013,0.486
KEN,2014,0.486
KEN,2015,0.486
KEN,2016,0.486
KEN,2017,0.486
KEN,2018,0.486
KEN,2019,0.486
KGZ,2000,2.918
KGZ,2001,2.918
KGZ,2002,2.918
KGZ,2003,2.918
KGZ,2004,2.918
KGZ,2005,2.918
KGZ,2006,2.918
KGZ,2007,2.918
KGZ,2008,2.918
KGZ,2009,2.918
KGZ,2010,2.918
KGZ,2011,2.918
KGZ,2012,2.918
KGZ,2013,2.918
KGZ,2014,2.918
KGZ,2015,2.918
KGZ,2016,2.918
KGZ,2017,2.918
KGZ,2018,2.918
KGZ,2019,2.918
KHM,2000,0.9186
KHM,2001,0.9186
KHM,2002,0.9186
KHM,2003,0.9186
KHM,2004,0.9186
KHM,2005,0.9186
KHM,2006,0.9186
KHM,2007,0.9186
KHM,2008,0.9186
KHM,2009,0.9186
KHM,2010,0.9186
KHM,2011,0.9186
KHM,2012,0.9186
KHM,2013,0.9186
KHM,2014,0.9186
KHM,2015,0.9186
KHM,2016,0.9186
KHM,2017,0.9186
KHM,2018,0.9186
KHM,2019,0.9186
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,0.0
KNA,2001,0.0
KNA,2002,0.0
KNA,2003,0.0
KNA,2004,0.0
KNA,2005,0.0
KNA,2006,0.0
KNA,2007,0.0
KNA,2008,0.0
KNA,2009,0.0
KNA,2010,0.0
KNA,2011,0.0
KNA,2012,0.0
KNA,2013,0.0
KNA,2014,0.0
KNA,2015,0.0
KNA,2016,0.0
KNA,2017,0.0
KNA,2018,0.0
KNA,2019,0.0
KOR,2000,3.932
KOR,2001,3.932
KOR,2002,3.932
KOR,2003,3.932
KOR,2004,3.932
KOR,2005,3.932
KOR,2006,3.932
KOR,2007,3.932
KOR,2008,3.932
KOR,2009,3.932
KOR,2010,3.932
KOR,2011,3.932
KOR,2012,3.932
KOR,2013,3.932
KOR,2014,3.932
KOR,2015,3.932
KOR,2016,3.932
KOR,2017,3.932
KOR,2018,3.932
KOR,2019,3.932
KWT,2000,0.119
KWT,2001,0.119
KWT,2002,0.119
KWT,2003,0.119
KWT,2004,0.119
KWT,2005,0.119
KWT,2006,0.119
KWT,2007,0.119
KWT,2008,0.119
KWT,2009,0.119
KWT,2010,0.119
KWT,2011,0.119
KWT,2012,0.119
KWT,2013,0.119
KWT,2014,0.119
KWT,2015,0.119
KWT,2016,0.119
KWT,2017,0.119
KWT,2018,0.119
KWT,2019,0.119
LAO,2000,1.521
LAO,2001,1.521
LAO,2002,1.521
LAO,2003,1.521
LAO,2004,1.521
LAO,2005,1.521
LAO,2006,1.521
LAO,2007,1.521
LAO,2008,1.521
LAO,2009,1.521
LAO,2010,1.521
LAO,2011,1.521
LAO,2012,1.521
LAO,2013,1.521
LAO,2014,1.521
LAO,2015,1.521
LAO,2016,1.521
LAO,2017,1.521
LAO,2018,1.521
LAO,2019,1.521
LBN,2000,0.529
LBN,2001,0.529
LBN,2002,0.529
LBN,2003,0.529
LBN,2004,0.529
LBN,2005,0.529
LBN,2006,0.529
LBN,2007,0.529
LBN,2008,0.529
LBN,2009,0.529
LBN,2010,0.529
LBN,2011,0.529
LBN,2012,0.529
LBN,2013,0.529
LBN,2014,0.529
