ISO,Year,TWW
DOM,2015,7.137
DOM,2016,7.137
DOM,2017,7.137
DOM,2018,7.137
DOM,2019,7.137
DZA,2000,5.706
DZA,2001,5.706
DZA,2002,5.706
DZA,2003,5.706
DZA,2004,5.706
DZA,2005,5.706
DZA,2006,5.706
DZA,2007,5.706
DZA,2008,5.706
DZA,2009,5.706
DZA,2010,5.706
DZA,2011,5.706
DZA,2012,7.81
DZA,2013,7.81
DZA,2014,7.81
DZA,2015,7.81
DZA,2016,7.81
DZA,2017,9.802
DZA,2018,9.802
DZA,2019,9.802
ECU,2000,9.367
ECU,2001,9.367
ECU,2002,9.367
ECU,2003,9.367
ECU,2004,9.367
ECU,2005,9.916
ECU,2006,9.916
ECU,2007,9.916
ECU,2008,9.916
ECU,2009,9.916
ECU,2010,9.916
ECU,2011,9.916
ECU,2012,9.916
ECU,2013,9.916
ECU,2014,9.916
ECU,2015,9.916
ECU,2016,9.916
ECU,2017,9.916
ECU,2018,9.916
ECU,2019,9.916
EGY,2000,57.03
EGY,2001,57.03
EGY,2002,57.03
EGY,2003,57.03
EGY,2004,57.03
EGY,2005,57.03
EGY,2006,57.03
EGY,2007,57.03
EGY,2008,57.03
EGY,2009,57.03
EGY,2010,57.03
EGY,2011,57.03
EGY,2012,68.1
EGY,2013,68.1
EGY,2014,68.1
EGY,2015,68.1
EGY,2016,68.1
EGY,2017,64.4
EGY,2018,64.4
EGY,2019,64.4
ERI,2000,0.4134
ERI,2001,0.4134
ERI,2002,0.4134
ERI,2003,0.4134
ERI,2004,0.582
ERI,2005,0.582
ERI,2006,0.582
ERI,2007,0.582
ERI,2008,0.582
ERI,2009,0.582
ERI,2010,0.582
ERI,2011,0.582
ERI,2012,0.582
ERI,2013,0.582
ERI,2014,0.582
ERI,2015,0.582
ERI,2016,0.582
ERI,2017,0.582
ERI,2018,0.582
ERI,2019,0.582
ESP,2000,35.51
ESP,2001,35.51
ESP,2002,35.51
ESP,2003,35.51
ESP,2004,35.51
ESP,2005,35.51
ESP,2006,35.51
ESP,2007,34.97
ESP,2008,34.97
ESP,2009,34.97
ESP,2010,34.97
ESP,2011,34.97
ESP,2012,34.31
ESP,2013,34.31
ESP,2014,34.31
ESP,2015,34.31
ESP,2016,31.22
ESP,2017,31.22
ESP,2018,31.22
ESP,2019,31.22
EST,2000,1.413
EST,2001,1.413
EST,2002,1.413
EST,2003,1.413
EST,2004,1.413
EST,2005,1.413
EST,2006,1.413
EST,2007,1.834
EST,2008,1.834
EST,2009,1.834
EST,2010,1.834
EST,2011,1.834
EST,2012,1.631
EST,2013,1.631
EST,2014,1.631
EST,2015,1.631
EST,2016,1.631
EST,2017,1.784
EST,2018,1.784
EST,2019,1.784
ETH,2000,5.558
ETH,2001,5.558
ETH,2002,5.558
ETH,2003,5.558
ETH,2004,5.558
ETH,2005,7.861
ETH,2006,7.861
ETH,2007,7.861
ETH,2008,7.861
ETH,2009,7.861
ETH,2010,7.861
ETH,2011,7.861
ETH,2012,7.861
ETH,2013,7.861
ETH,2014,7.861
ETH,2015,7.861
ETH,2016,10.55
ETH,2017,10.55
ETH,2018,10.55
ETH,2019,10.55
FIN,2000,6.562
FIN,2001,6.562
FIN,2002,6.562
FIN,2003,6.562
FIN,2004,6.562
FIN,2005,6.562
FIN,2006,6.562
FIN,2007,6.562
FIN,2008,6.562
FIN,2009,6.562
FIN,2010,6.562
FIN,2011,6.562
FIN,2012,6.562
FIN,2013,6.562
FIN,2014,6.562
FIN,2015,6.562
FIN,2016,6.562
FIN,2017,6.562
FIN,2018,6.562
FIN,2019,6.562
FJI,2000,0.0817
FJI,2001,0.0817
FJI,2002,0.0817
FJI,2003,0.0817
FJI,2004,0.0817
FJI,2005,0.0849
FJI,2006,0.0849
FJI,2007,0.0849
FJI,2008,0.0849
FJI,2009,0.0849
FJI,2010,0.0849
FJI,2011,0.0849
FJI,2012,0.0849
FJI,2013,0.0849
FJI,2014,0.0849
FJI,2015,0.0849
FJI,2016,0.0849
FJI,2017,0.0849
FJI,2018,0.0849
FJI,2019,0.0849
FRA,2000,32.36
FRA,2001,32.36
FRA,2002,32.36
FRA,2003,32.36
FRA,2004,32.36
FRA,2005,32.36
FRA,2006,32.36
FRA,2007,30.99
FRA,2008,30.99
FRA,2009,30.99
FRA,2010,30.99
FRA,2011,30.99
FRA,2012,27.64
FRA,2013,27.64
FRA,2014,27.64
FRA,2015,27.64
FRA,2016,26.44
FRA,2017,26.44
FRA,2018,26.44
FRA,2019,26.44
FRO,2000,0.0
FRO,2001,0.0
FRO,2002,0.0
FRO,2003,0.0
FRO,2004,0.0
FRO,2005,0.0
FRO,2006,0.0
FRO,2007,0.0
FRO,2008,0.0
FRO,2009,0.0
FRO,2010,0.0
FRO,2011,0.0
FRO,2012,0.0
FRO,2013,0.0
FRO,2014,0.0
FRO,2015,0.0
FRO,2016,0.0
FRO,2017,0.0
FRO,2018,0.0
FRO,2019,0.0
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,0.1203
GAB,2001,0.1203
GAB,2002,0.1203
GAB,2003,0.1203
GAB,2004,0.1203
GAB,2005,0.1391
GAB,2006,0.1391
GAB,2007,0.1391
GAB,2008,0.1391
GAB,2009,0.1391
GAB,2010,0.1391
GAB,2011,0.1391
GAB,2012,0.1391
GAB,2013,0.1391
GAB,2014,0.1391
GAB,2015,0.1391
GAB,2016,0.1391
GAB,2017,0.1391
GAB,2018,0.1391
GAB,2019,0.1391
GBR,2000,15.78
GBR,2001,15.78
GBR,2002,15.78
GBR,2003,15.78
GBR,2004,15.78
GBR,2005,15.78
GBR,2006,15.78
GBR,2007,8.48
GBR,2008,8.48
GBR,2009,8.48
GBR,2010,8.48
GBR,2011,8.48
GBR,2012,8.017
GBR,2013,8.017
GBR,2014,8.017
GBR,2015,8.017
GBR,2016,8.42
GBR,2017,8.42
GBR,2018,8.42
GBR,2019,8.42
GEO,2000,1.813
GEO,2001,1.813
GEO,2002,1.813
GEO,2003,1.813
GEO,2004,1.813
GEO,2005,1.813
GEO,2006,1.813
GEO,2007,1.813
GEO,2008,1.823
GEO,2009,1.823
GEO,2010,1.823
GEO,2011,1.823
GEO,2012,1.823
GEO,2013,1.823
GEO,2014,1.823
GEO,2015,1.823
GEO,2016,1.823
GEO,2017,1.823
GEO,2018,1.823
GEO,2019,1.823
GHA,2000,0.982
GHA,2001,0.982
GHA,2002,0.982
GHA,2003,0.982
GHA,2004,0.982
GHA,2005,0.982
GHA,2006,0.982
GHA,2007,0.982
GHA,2008,0.982
GHA,2009,0.982
GHA,2010,0.982
GHA,2011,0.982
GHA,2012,0.982
GHA,2013,0.982
GHA,2014,0.982
GHA,2015,0.982
GHA,2016,0.982
GHA,2017,0.982
GHA,2018,0.982
GHA,2019,0.982
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,0.5533
GIN,2001,0.5533
GIN,2002,0.5533
GIN,2003,0.5533
GIN,2004,0.5533
GIN,2005,0.5533
GIN,2006,0.5533
GIN,2007,0.5533
GIN,2008,0.5533
GIN,2009,0.5533
GIN,2010,0.5533
GIN,2011,0.5533
GIN,2012,0.5533
GIN,2013,0.5533
GIN,2014,0.5533
GIN,2015,0.5533
GIN,2016,0.5533
GIN,2017,0.5533
GIN,2018,0.5533
GIN,2019,0.5533
GMB,2000,0.0905
GMB,2001,0.0905
GMB,2002,0.0905
GMB,2003,0.0905
GMB,2004,0.0905
GMB,2005,0.0905
GMB,2006,0.0905
GMB,2007,0.0905
GMB,2008,0.0905
GMB,2009,0.0905
GMB,2010,0.0905
GMB,2011,0.0905
GMB,2012,0.0905
GMB,2013,0.0905
GMB,2014,0.0905
GMB,2015,0.0905
GMB,2016,0.0905
GMB,2017,0.0905
GMB,2018,0.0905
GMB,2019,0.0905
GNB,2000,0.175
GNB,2001,0.175
GNB,2002,0.175
GNB,2003,0.175
GNB,2004,0.175
GNB,2005,0.175
GNB,2006,0.175
GNB,2007,0.175
GNB,2008,0.175
GNB,2009,0.175
GNB,2010,0.175
GNB,2011,0.175
GNB,2012,0.175
GNB,2013,0.175
GNB,2014,0.175
GNB,2015,0.175
GNB,2016,0.175
GNB,2017,0.175
GNB,2018,0.175
GNB,2019,0.175
GNQ,2000,0.0174
GNQ,2001,0.0174
GNQ,2002,0.0174
GNQ,2003,0.0174
GNQ,2004,0.0174
GNQ,2005,0.0174
GNQ,2006,0.0174
GNQ,2007,0.0174
GNQ,2008,0.0174
GNQ,2009,0.0174
GNQ,2010,0.0174
GNQ,2011,0.0174
GNQ,2012,0.0174
GNQ,2013,0.0174
GNQ,2014,0.0174
GNQ,2015,0.0174
GNQ,2016,0.0174
GNQ,2017,0.0174
GNQ,2018,0.0174
GNQ,2019,0.0174
GRC,2000,9.226
GRC,2001,9.226
GRC,2002,9.226
GRC,2003,9.226
GRC,2004,9.226
GRC,2005,9.226
GRC,2006,9.226
GRC,2007,9.593
GRC,2008,9.593
GRC,2009,9.593
GRC,2010,9.593
GRC,2011,9.593
GRC,2012,9.935
GRC,2013,9.935
GRC,2014,9.935
GRC,2015,9.935
GRC,2016,11.24
GRC,2017,11.24
GRC,2018,11.24
GRC,2019,11.24
GRD,2000,0.01
GRD,2001,0.01
GRD,2002,0.01
GRD,2003,0.01
GRD,2004,0.01
GRD,2005,0.01
GRD,2006,0.01
GRD,2007,0.01
GRD,2008,0.01
GRD,2009,0.01
GRD,2010,0.01
GRD,2011,0.01
GRD,2012,0.01
GRD,2013,0.01
GRD,2014,0.0141
GRD,2015,0.0141
GRD,2016,0.0141
GRD,2017,0.0141
GRD,2018,0.0141
GRD,2019,0.0141
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,3.324
GTM,2001,3.324
GTM,2002,3.324
GTM,2003,3.324
GTM,2004,3.324
GTM,2005,3.324
GTM,2006,3.324
GTM,2007,3.324
GTM,2008,3.324
GTM,2009,3.324
GTM,2010,3.324
GTM,2011,3.324
GTM,2012,3.324
GTM,2013,3.324
GTM,2014,3.324
GTM,2015,3.324
GTM,2016,3.324
GTM,2017,3.324
GTM,2018,3.324
GTM,2019,3.324
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,1.64
GUY,2001,1.64
GUY,2002,1.64
GUY,2003,1.64
GUY,2004,1.64
GUY,2005,1.64
GUY,2006,1.64
GUY,2007,1.64
GUY,2008,1.64
GUY,2009,1.64
GUY,2010,1.445
GUY,2011,1.445
GUY,2012,1.445
GUY,2013,1.445
GUY,2014,1.445
GUY,2015,1.445
GUY,2016,1.445
GUY,2017,1.445
GUY,2018,1.445
GUY,2019,1.445
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,1.607
HND,2001,1.607
HND,2002,1.607
HND,2003,1.607
HND,2004,1.607
HND,2005,1.607
HND,2006,1.607
HND,2007,1.607
HND,2008,1.607
HND,2009,1.607
HND,2010,1.607
HND,2011,1.607
HND,2012,1.607
HND,2013,1.607
HND,2014,1.607
HND,2015,1.607
HND,2016,1.607
HND,2017,1.607
HND,2018,1.607
HND,2019,1.607
HRV,2000,0.5735
HRV,2001,0.5735
HRV,2002,0.5735
HRV,2003,0.5735
HRV,2004,0.5735
HRV,2005,0.5735
HRV,2006,0.5735
HRV,2007,0.5735
HRV,2008,0.5735
HRV,2009,0.5735
HRV,2010,0.5735
HRV,2011,0.5735
HRV,2012,0.661
HRV,2013,0.661
HRV,2014,0.661
HRV,2015,0.661
HRV,2016,0.661
HRV,2017,0.6729
HRV,2018,0.6729
HRV,2019,0.6729
HTI,2000,1.45
HTI,2001,1.45
HTI,2002,1.45
HTI,2003,1.45
HTI,2004,1.45
HTI,2005,1.45
HTI,2006,1.45
HTI,2007,1.45
HTI,2008,1.45
HTI,2009,1.45
HTI,2010,1.45
HTI,2011,1.45
HTI,2012,1.45
HTI,2013,1.45
HTI,2014,1.45
HTI,2015,1.45
HTI,2016,1.45
HTI,2017,1.45
HTI,2018,1.45
HTI,2019,1.45
HUN,2000,5.72
HUN,2001,5.72
HUN,2002,5.72
HUN,2003,5.72
HUN,2004,5.72
HUN,2005,5.72
HUN,2006,5.72
HUN,2007,5.584
HUN,2008,5.584
HUN,2009,5.584
HUN,2010,5.584
HUN,2011,5.584
HUN,2012,5.051
HUN,2013,5.051
HUN,2014,5.051
HUN,2015,5.051
HUN,2016,5.051
HUN,2017,4.499
HUN,2018,4.499
HUN,2019,4.499
IDN,2000,113.3
IDN,2001,113.3
IDN,2002,113.3
IDN,2003,113.3
IDN,2004,113.3
IDN,2005,113.3
IDN,2006,113.3
IDN,2007,113.3
IDN,2008,113.3
IDN,2009,113.3
IDN,2010,113.3
IDN,2011,113.3
IDN,2012,113.3
IDN,2013,113.3
IDN,2014,113.3
IDN,2015,113.3
IDN,2016,222.6
IDN,2017,222.6
IDN,2018,222.6
IDN,2019,222.6
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,0.7298
IRL,2001,0.7298
IRL,2002,0.7298
IRL,2003,0.7298
IRL,2004,0.7298
IRL,2005,0.7298
IRL,2006,0.7298
IRL,2007,0.7298
IRL,2008,0.7298
IRL,2009,0.757
IRL,2010,0.757
IRL,2011,0.757
IRL,2012,0.757
IRL,2013,0.757
IRL,2014,0.757
IRL,2015,0.757
IRL,2016,0.757
IRL,2017,0.757
IRL,2018,0.757
IRL,2019,0.757
IRN,2000,89.7
IRN,2001,89.7
IRN,2002,89.7
IRN,2003,89.7
IRN,2004,93.1
IRN,2005,93.1
IRN,2006,93.1
IRN,2007,93.1
IRN,2008,93.1
IRN,2009,93.1
IRN,2010,93.1
IRN,2011,93.1
IRN,2012,93.1
IRN,2013,93.1
IRN,2014,93.1
IRN,2015,93.1
IRN,2016,93.1
IRN,2017,93.1
IRN,2018,93.1
IRN,2019,93.1
IRQ,2000,65.99
IRQ,2001,65.99
IRQ,2002,65.99
IRQ,2003,65.99
IRQ,2004,65.99
IRQ,2005,65.99
IRQ,2006,65.99
IRQ,2007,65.99
IRQ,2008,65.99
IRQ,2009,65.99
IRQ,2010,65.99
IRQ,2011,65.99
IRQ,2012,65.99
IRQ,2013,65.99
IRQ,2014,65.99
IRQ,2015,65.99
IRQ,2016,38.54
IRQ,2017,38.54
IRQ,2018,38.54
IRQ,2019,38.54
ISL,2000,0.165
ISL,2001,0.165
ISL,2002,0.165
ISL,2003,0.165
ISL,2004,0.165
ISL,2005,0.165
ISL,2006,0.165
ISL,2007,0.165
ISL,2008,0.165
ISL,2009,0.165
ISL,2010,0.165
ISL,2011,0.165
ISL,2012,0.294
ISL,2013,0.294
ISL,2014,0.294
ISL,2015,0.294
ISL,2016,0.26
ISL,2017,0.26
ISL,2018,0.26
ISL,2019,0.26
ISR,2000,1.543
ISR,2001,1.543
ISR,2002,1.543
ISR,2003,1.543
ISR,2004,1.419
ISR,2005,1.419
ISR,2006,1.419
ISR,2007,1.419
ISR,2008,1.419
ISR,2009,1.419
ISR,2010,1.34
ISR,2011,1.34
ISR,2012,1.34
ISR,2013,1.34
ISR,2014,1.34
ISR,2015,1.34
ISR,2016,1.34
ISR,2017,1.198
ISR,2018,1.198
ISR,2019,1.198
ITA,2000,45.08
ITA,2001,45.08
ITA,2002,45.08
ITA,2003,45.08
ITA,2004,45.08
ITA,2005,45.08
ITA,2006,45.08
ITA,2007,45.08
ITA,2008,53.75
ITA,2009,53.75
ITA,2010,53.75
ITA,2011,53.75
ITA,2012,53.75
ITA,2013,53.75
ITA,2014,53.75
ITA,2015,34.19
ITA,2016,34.19
ITA,2017,34.19
ITA,2018,34.19
ITA,2019,34.19
JAM,2000,0.8115
JAM,2001,0.8115
JAM,2002,0.8115
JAM,2003,0.8115
JAM,2004,0.8115
JAM,2005,0.8115
JAM,2006,0.8115
JAM,2007,0.8115
JAM,2008,0.8115
JAM,2009,0.8115
JAM,2010,0.8115
JAM,2011,0.8115
JAM,2012,0.8115
JAM,2013,0.8115
JAM,2014,0.8115
JAM,2015,0.8115
JAM,2016,1.354
JAM,2017,1.354
JAM,2018,1.354
JAM,2019,1.354
JOR,2000,0.7381
JOR,2001,0.7381
JOR,2002,0.7381
JOR,2003,0.7381
JOR,2004,0.7381
JOR,2005,0.7381
JOR,2006,0.7381
JOR,2007,0.9222
JOR,2008,0.9222
JOR,2009,0.9222
JOR,2010,0.9222
JOR,2011,0.9222
JOR,2012,0.849
JOR,2013,0.849
JOR,2014,0.849
JOR,2015,0.849
JOR,2016,0.9035
JOR,2017,0.9035
JOR,2018,0.9035
JOR,2019,0.9035
JPN,2000,84.46
JPN,2001,84.46
JPN,2002,84.46
JPN,2003,84.46
JPN,2004,84.46
JPN,2005,84.46
JPN,2006,84.46
JPN,2007,82.75
JPN,2008,82.75
JPN,2009,81.22
JPN,2010,81.22
JPN,2011,81.22
JPN,2012,81.22
JPN,2013,81.22
JPN,2014,81.22
JPN,2015,81.22
JPN,2016,81.22
JPN,2017,81.22
JPN,2018,81.22
JPN,2019,81.22
KAZ,2000,22.26
KAZ,2001,22.26
KAZ,2002,22.26
KAZ,2003,22.26
KAZ,2004,22.26
KAZ,2005,22.26
KAZ,2006,22.26
KAZ,2007,22.81
KAZ,2008,22.81
KAZ,2009,22.81
KAZ,2010,22.81
KAZ,2011,22.81
KAZ,2012,21.39
KAZ,2013,21.39
KAZ,2014,21.39
KAZ,2015,21.39
KAZ,2016,21.39
KAZ,2017,22.45
KAZ,2018,22.45
KAZ,2019,22.45
KEN,2000,2.32
KEN,2001,2.32
KEN,2002,2.32
KEN,2003,2.32
KEN,2004,2.32
KEN,2005,2.32
KEN,2006,2.32
KEN,2007,2.32
KEN,2008,2.32
KEN,2009,2.32
KEN,2010,3.218
KEN,2011,3.218
KEN,2012,3.218
KEN,2013,3.218
KEN,2014,3.218
KEN,2015,3.218
KEN,2016,4.032
KEN,2017,4.032
KEN,2018,4.032
KEN,2019,4.032
KGZ,2000,10.08
KGZ,2001,10.08
KGZ,2002,10.08
KGZ,2003,10.08
KGZ,2004,10.08
KGZ,2005,10.08
KGZ,2006,7.707
KGZ,2007,7.707
KGZ,2008,7.707
KGZ,2009,7.707
KGZ,2010,7.707
KGZ,2011,7.707
KGZ,2012,7.707
KGZ,2013,7.707
KGZ,2014,7.707
KGZ,2015,7.707
KGZ,2016,7.707
KGZ,2017,7.707
KGZ,2018,7.707
KGZ,2019,7.707
KHM,2000,2.184
KHM,2001,2.184
KHM,2002,2.184
KHM,2003,2.184
KHM,2004,2.184
KHM,2005,2.184
KHM,2006,2.184
KHM,2007,2.184
KHM,2008,2.184
KHM,2009,2.184
KHM,2010,2.184
KHM,2011,2.184
KHM,2012,2.184
KHM,2013,2.184
KHM,2014,2.184
KHM,2015,2.184
KHM,2016,2.184
KHM,2017,2.184
KHM,2018,2.184
KHM,2019,2.184
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,0.0123
KNA,2001,0.0123
KNA,2002,0.0123
KNA,2003,0.0123
KNA,2004,0.0123
KNA,2005,0.0123
KNA,2006,0.0123
KNA,2007,0.0123
KNA,2008,0.0123
KNA,2009,0.0123
KNA,2010,0.0123
KNA,2011,0.0123
KNA,2012,0.0123
KNA,2013,0.0123
KNA,2014,0.0123
KNA,2015,0.0123
KNA,2016,0.0123
KNA,2017,0.0123
KNA,2018,0.0123
KNA,2019,0.0123
KOR,2000,29.16
KOR,2001,29.16
KOR,2002,29.16
KOR,2003,29.16
KOR,2004,29.16
KOR,2005,29.04
KOR,2006,29.04
KOR,2007,29.04
KOR,2008,29.04
KOR,2009,29.04
KOR,2010,29.04
KOR,2011,29.04
KOR,2012,29.04
KOR,2013,29.04
KOR,2014,29.04
KOR,2015,29.04
KOR,2016,29.04
KOR,2017,29.04
KOR,2018,29.04
KOR,2019,29.04
KWT,2000,0.415
KWT,2001,0.415
KWT,2002,0.415
KWT,2003,0.415
KWT,2004,0.415
KWT,2005,0.415
KWT,2006,0.415
KWT,2007,0.415
KWT,2008,0.415
KWT,2009,0.415
KWT,2010,0.415
KWT,2011,0.415
KWT,2012,0.415
KWT,2013,0.415
KWT,2014,0.415
KWT,2015,0.415
KWT,2016,0.415
KWT,2017,0.415
KWT,2018,0.415
KWT,2019,0.415
LAO,2000,3.493
LAO,2001,3.493
LAO,2002,3.493
LAO,2003,3.493
LAO,2004,3.493
LAO,2005,3.493
LAO,2006,3.493
LAO,2007,3.493
LAO,2008,3.493
LAO,2009,3.493
LAO,2010,3.493
LAO,2011,3.493
LAO,2012,3.493
LAO,2013,3.493
LAO,2014,3.493
LAO,2015,3.493
LAO,2016,3.493
LAO,2017,3.493
LAO,2018,3.493
LAO,2019,3.493
LBN,2000,1.266
LBN,2001,1.266
LBN,2002,1.266
LBN,2003,1.266
LBN,2004,1.266
LBN,2005,1.096
LBN,2006,1.096
LBN,2007,1.096
LBN,2008,1.096
LBN,2009,1.096
LBN,2010,1.096
LBN,2011,1.096
LBN,2012,1.096
LBN,2013,1.096
LBN,2014,1.096
LBN,2015,1.812
